UID	Ferlus's numbering	I = EFEO; II = SOAS +CNRS; III = Michel Ferlus; IV = Frédéric Pain	French	English	Chinese [简体中文]	Vietnamese	Vietnamese (older form, corrected since)	Written Khmer	Standard (Modern) Khmer	Tatey Leu Khmer	Written Khmer: variant	Standard (Modern) Khmer: variant	Tatey Leu Khmer: variant	semantics	sémantique	TaiYo	TaiYo IPA (Mỹ Dạ)		
1394	223.1	II	Robe (tunique femme)	Dress	长袍	áo dài		'āv paṁbaṅ¢	ʔaːw pəmpoəŋŋ	ʔɒv ʔəmp/ɓoŋ				clothing and ornaments	vêtements et parures				
1395	223.2	II	Vêtements (général)	Clothes (general word)	衣服	áo quần		-	-					clothing and ornaments	vêtements et parures				
1396	223.3	III	Bouton	Button	纽扣	khuy	hột nút, cúc	-	-					clothing and ornaments	vêtements et parures				
1397	223.3a	III	Attache	Fasterner	纽扣	khóa (khóa kéo)	khuy gài	-	-					clothing and ornaments	vêtements et parures				
1398	224	I	Ceinture	Belt	腰带	dây lưng, cái nịt		khsæ kravāt¢	kʰsae krəvat	sɛː kəvàt				clothing and ornaments	vêtements et parures				
1399	224.1	II	Ceinture large	Girdle	腰带	thắt lưng	cái nịt	-	-					clothing and ornaments	vêtements et parures				
1400	225	I	Turban (enroulé)	Turban, headgear (i.e. cloth rolled round head)	头巾，缠头巾	khăn đóng, khăn chít	khăn chít	chnuot kpāl	-	cʰnuat kəɓaːl				clothing and ornaments	vêtements et parures				
1401	225a	III	Enrouler un turban	Wrap a turban	围着头巾	quấn, chít khăn		-	-					clothing and ornaments	vêtements et parures				
1402	225.1	II	Chapeau de pluie	Rain-hat, coolie-hat	雨帽	nón		muok	muəʔ	-				clothing and ornaments	vêtements et parures				
1403		IV	(chapeau cônique)					ṭuon	ɗuən	ɗuan				clothing and ornaments	vêtements et parures				
1404	225.2	II	Porter un chapeau	To wear a hat	戴帽子	đội nón		bāk¢ muok	pɛək muəʔ	pak mùak				clothing and ornaments	vêtements et parures				
1405	225.3	II	Porter des vêtements	To wear clothes (if separate words for upper and lower garments, give both)	穿衣服	mặc quần áo		-	-					clothing and ornaments	vêtements et parures				
1406	226	I	Pantalon	Trousers, pants	长裤	quần dài	cái quần	kho (jœṅ væṅ)	kʰao (cəːŋ vɛːɲ)	kʰoː cə`ːŋ vɛ`ːŋ				clothing and ornaments	vêtements et parures				
1407		IV								kʰoː kʰliː				clothing and ornaments	vêtements et parures				
1408	226.1	III	Enfiler un pantalon	Wear the pants	穿裤子	mặc, bận quần	mặc, bân quần	-	-					clothing and ornaments	vêtements et parures				
1409	226.2	III	Quitter son pantalon	Take off one's pants	脱裤子	cởi quần		-	-					clothing and ornaments	vêtements et parures				
1410	227	I	Sarong (homme)	Sarong (Men)	纱笼（马来语saron的音译。 东南亚 一带用以围裹身体的长布，为服饰之一，类似围裙。）	xà rông		sāruṅ	saroŋ	səroŋ				clothing and ornaments	vêtements et parures				
1411	227a	III	Sarong (cérémonie)	Sarong	纱笼（马来民族服装， 通常是一块缠成裙子形的围腰布）	xà rong (lễ)		saṁbat¢ (sliek)	səmpuət (sliəʔ)	səmpot				clothing and ornaments	vêtements et parures				
1412	227.1	II	Jupe (femme)	Skirt (women)	裙子（女装）	váy		-	-					clothing and ornaments	vêtements et parures				
1413	227.1a	III	Enfiler une jupe	Put on one's dress	穿裙子	mặc váy		-	-					clothing and ornaments	vêtements et parures				
1414	227.1b	III	Quitter sa jupe	Take off one's dress	脱裙子	cởi váy		-	-					clothing and ornaments	vêtements et parures				
1415	227.2	II	Pagne, langouti	Loin-cloth	缠腰布	khố		saṁbat¢ văṇḍh	səmpuət voən					clothing and ornaments	vêtements et parures				
1416		III	Ceinture de pagne	Belt of loin-cloth	缠腰布的腰布	đai khố	váy trong vành đai	kandap	kəntɔːp	kəntɔ`ːp				clothing and ornaments	vêtements et parures				
1417		IV	porté par moines bain					sāṭak	saɗɑʔ					clothing and ornaments	vêtements et parures				
1418		IV	pagne drape					caṅ kpin	cɑŋ kɓin	səmpòt cok …				clothing and ornaments	vêtements et parures				
1419		IV								kəɓen				clothing and ornaments	vêtements et parures				
1420	227.2a	III	Enrouler le pagne	To wrap a loin-cloth	围着缠腰布	quấn khố	quần khố	-	-					clothing and ornaments	vêtements et parures				
1421	227.3	II	Manteau de pluie	Rain coat	雨衣	áo tơi		'āv bhlieṅ	ʔaːw pʰliəŋ	ʔɔw pʰliaŋ				clothing and ornaments	vêtements et parures				
1422	227.4	II	Parapluie	Umbrella	伞	dù, ô (để che mưa)		chătra	cʰat	cʰat				clothing and ornaments	vêtements et parures				
1423	227.4a	III	ombrelle	Umbrella, sunshade	伞	dù, ô (để che nắng)	ô	tāṁṅ yū	taŋ juː	toŋ juː				clothing and ornaments	vêtements et parures				
1424	227.4b	III	ombrelle (offrandes génies)	Umbrella (used as offering to the gods)	伞（送鬼神用的）	lọng (dù / ô, dùng trong lễ cúng tế)		łaṅ¢	lɑŋ					clothing and ornaments	vêtements et parures				
1425	227.5	III	Manche du parapluie	Umbrella handle	三的手柄	cán dù		-	-					clothing and ornaments	vêtements et parures				
1426	228	I	Chaussure	Shoes or clogs, footwear	鞋	giày, dép	giày	spæk jœṅ	sɓaec cəːŋ	sɓɛːk cə`ːŋ				clothing and ornaments	vêtements et parures				
1427		IV	(région.)					dranāp¢ jœṅ	trənoəp cəːŋ					clothing and ornaments	vêtements et parures				
1428	228.1	II	Porter des chaussures	To wear shoes	穿鞋	mang giày		bāk¢ spæk jœṅ	pɛəʔ sɓaec cəːŋ	crɒ´k sɓɛːk cə`ːŋ				clothing and ornaments	vêtements et parures				
1429	228.2	III	Paire	Pair	对，双	đôi, cặp	một đôi	-	-					clothing and ornaments	vêtements et parures				
1430	228.3	III	Sandales	Sandals	凉鞋	dép		-	-					clothing and ornaments	vêtements et parures				
1431	229	I	Bague	Ring (for finger)	指环，戒指	nhẫn		ciñcien	ʔəɲ/ceɲciən	ʔəŋɟian				clothing and ornaments	vêtements et parures				
1432	230	I	Boucles d’oreille	Ear ring	耳环	bông tai		kravil	krəvɤl	təŋ huː				clothing and ornaments	vêtements et parures				
1433		IV							təvil	nsaːl				clothing and ornaments	vêtements et parures				
1434	231	I	Collier	Necklace	项链	vòng cổ		ksæ ka	kʰsae kɑː	(kʰ)sɛː kɒ`ː				clothing and ornaments	vêtements et parures				
1435		III	Collier (animaux)	Animal's collar	动物的领	lục lạc, đeo cổ động vật	vật nuôi cổ áo	prałau (ka)	prəlaw (kɑː)	pəlɔw kɒ`ː				clothing and ornaments	vêtements et parures				
1436	231a	III	Porter un collier	Wear necklace, to adorn oneself with necklace	佩戴项链	đeo vòng cổ		-	-					clothing and ornaments	vêtements et parures				
1437	2231.1	II	Anneaux de cheville	Anklets	脚镯	vòng chân	cườm	kaṅ (jœṅ)	kɑːŋ	kɒːŋ cə`ːŋ				clothing and ornaments	vêtements et parures				
1438	232	I	Bracelet	Bracelet	手镯	vòng tay, cườm		ksæ ṭai	kʰsae ɗaj	kʰsɛː ɗɛ´j				clothing and ornaments	vêtements et parures				
1439		IV						kaṅ ṭai	kɑːŋ ɗaj	kɒːŋ ɗɛ´j				clothing and ornaments	vêtements et parures				
1440	232.1	II	Peigne	Comb	梳子	lược		snit	snɤt	snət sɒk				clothing and ornaments	vêtements et parures				
1441		IV						krās	kraːh	krah kɔr sɒk				clothing and ornaments	vêtements et parures				
1442	232.1a	III	Peigner les cheveux	To comb one's hair	梳头	chải tóc		sit (sak¢)	sɤt (sɑʔ)	-				clothing and ornaments	vêtements et parures				
1443	232.1b	III	Épouiller	Delouse	抓虱子	bắt chí		-	-					clothing and ornaments	vêtements et parures				
1444	232.2	II	Éventail	Fan	扇子	cái quạt		phlit	pʰlɤt	pʰli/et			 	clothing and ornaments	vêtements et parures				
1445	232.2a	III	Venter à l’éventail	To fan	扇（摇动扇子或其它东西，使空气加速流动成风）	quạt		-	-					clothing and ornaments	vêtements et parures				
1446	232.2b	III	Chasser les mouches	To catch the flies	赶蝇子	đuổi ruồi		-	-					clothing and ornaments	vêtements et parures				
1447	232.3	II	Épingle à cheveux	Hairpin	簪，束发夹，夹发针	kẹp tóc		ṭaṅkiep	ɗəŋkiəp	ŋgiàp kàːp sɒ´k				clothing and ornaments	vêtements et parures				
1448	232.3a	III	Chignon	Chignon, bun	发髻	cái búi tóc		-	-					clothing and ornaments	vêtements et parures				
1449	232.3b	III	Nouer le chignon	To coil up one's hair	绑头发	buộc tóc	búi tóc	-	-					clothing and ornaments	vêtements et parures				
1450	232.4	II	Fard	Rouge, paint, make-up	胭脂，红粉	phấn mặt		m"sau phāt¢ mukh	məsaw pʰat muk	-				clothing and ornaments	vêtements et parures				
1451		IV						m"sau lāp mukh	məsaw liap muk					clothing and ornaments	vêtements et parures				
1452	232.5	II	Tatouage	Tatoo (general term)	纹身	xăm mình	xâm mình	kār sāk¢	kaː saʔ	sák				clothing and ornaments	vêtements et parures				
1453	232.5a	III	Aiguille à tatouer	Tattoo needle	纹身针	kim xăm mình	kim xâm mình	-	-					clothing and ornaments	vêtements et parures				
1454	232.5b	III	Encre à tatouer	Tattoo ink	纹身墨水	mực xăm mình	mực xâm mình	-	-					clothing and ornaments	vêtements et parures				
1455	232.6	III	Laquage des dents	To lacquer the teeth	染牙	nhuộm răng		-	-					clothing and ornaments	vêtements et parures				
1456	232.6a	III	Dents laquées	lacquered teeth	染（过）的牙齿	răng nhuộm		-	-					clothing and ornaments	vêtements et parures				
1457	232.7	III	Dorer les dents	To gild the teeth	镀金牙齿	mạ răng		-	-					clothing and ornaments	vêtements et parures				
1458	232.8	III	Limer les dents	To grind/file the tooth	锉牙，磨齿	mài răng		-	-					clothing and ornaments	vêtements et parures				
1459	232.8a	III	Lime pour les dents	Tooth grinder	锉牙刀，磨齿机	dao mài răng		-	-					clothing and ornaments	vêtements et parures				
1460		III	Se mirer	To gaze at oneself, to look at oneself (in a mirror)	（对着镜子）照	soi gương		-	-					clothing and ornaments	vêtements et parures				
1461		III	Miroir	Mirror	镜子	cái gương, kính		-	-					clothing and ornaments	vêtements et parures				
1462	233	I	Étoffe de coton	Cotton (material)	棉布	vải bông		saṁbat¢ 'aṁpoḥ	səmpuət ʔəmɓɑh	mmɔ̀h				fabric and weaving	tissus et tissage				
1463	234	I	Étoffe de soie	Silk (material)	丝绸	lụa		saṁbat¢ sūtra	səmpuət soːt	-				fabric and weaving	tissus et tissage				
1464	235	I	Étoffe de chanvre	Material made of hemp or flax	麻布	vải bố, đay		-	-					fabric and weaving	tissus et tissage				
1465	235.1	II	Étoffe d’écorce battue	Bark cloth	树皮布	vải vỏ cây		-	sɒmpɔt kʰlaːj					fabric and weaving	tissus et tissage				
1466	235.2	III	Papier	Paper	纸	giấy		-	-					fabric and weaving	tissus et tissage				
1467	236	I	Tisser	To weave	织	dệt, đan		tpāñ	tʰɓaːɲ	-				fabric and weaving	tissus et tissage				
1468	237	I	Métier à tisser	Loom	织机，织布机，纺机	khung cửi		kī	kɛj	kiː				fabric and weaving	tissus et tissage				
1469	237a	III	Métier à tisser dorsal	The back of the loom	织机背	mặt lưng khung cửi		-	-					fabric and weaving	tissus et tissage				
1470	237.1	II	Navette	Shuttle	梭子	con thoi		tral¢	trɑl	trɒh				fabric and weaving	tissus et tissage				
1471	237.2	II	Battant (si 2 rangs de lisses)	Flap (if there are 2 rows of heddles)				dhmeñ jhœ	tʰmeːɲ cʰəː	tʰmɛɲ cʰə`ː				fabric and weaving	tissus et tissage				
1472	237.2a	II	Couteau (si 1 rang de lisses)	Sword stick (if there is 1 row of heddles)				ṭām	ɗaːm	ɗɒm				fabric and weaving	tissus et tissage				
1473	237.3	II	Lisses	Heddles	综片，综线；综丝	dây go (ở khung cửi)	cái go khung cửi	banluoñ ṭaṅkar	pənluəɲ ɗəŋkɔː	-				fabric and weaving	tissus et tissage				
1474	237.4	II	Bobine	Bobbin, spool, warp beam	卷轴，筒子	lõi quấn (dây hoặc chỉ)	truc chỉ, cuộn chỉ	khnār	kʰnaː	kʰnar				fabric and weaving	tissus et tissage				
1475		IV						huṅ	hoŋ					fabric and weaving	tissus et tissage				
1476		IV						trasāl¢	trəsal					fabric and weaving	tissus et tissage				
1477	237.5	II	Écheveau	Hank, skein	一束（线或纱）	lọn sợi, bắp sợi		-	-					fabric and weaving	tissus et tissage				
1478	237.6	II	Dévidoir	Reel	（纺）摇纱机，络纱机；缫丝机，络丝机	guồng quay tơ		rahāt¢	rəhat	rəhat				fabric and weaving	tissus et tissage				
1479		IV						'āk¢	ʔaʔ					fabric and weaving	tissus et tissage				
1480		IV						raṅvịṅ	rəŋvɨŋ					fabric and weaving	tissus et tissage				
1481	238	I	Filer au fuseau	To spin (on a spindle)	纺	se sợi	kéo sợi bằng cúi	khār	kaː	kʰar				fabric and weaving	tissus et tissage				
1482	238a	III	Filer au rouet	To spin on a spinning wheel	（使用纺车）纺织	kéo sợi bằng guồng		ravai rahāt¢	rəvəj rəhat	-				fabric and weaving	tissus et tissage				
1483	238.1	II	Fil (général)	(Spun) thread	线	chỉ, sợi		'aṁpoḥ	ʔəmɓɑh	ʔɔmmɒh				fabric and weaving	tissus et tissage				
1484	238.1a	III	Fil de coton	Cotton yarn	棉纱	sợi bông		khsæ/ ces	kʰsae/ceːh	-				fabric and weaving	tissus et tissage				
1485	238.1b	III	Fil de soie	Silk	丝	tơ, sợi lụa	sợi lụa	-	-					fabric and weaving	tissus et tissage				
1486	238.2	II	Fuseau (de rouet)	Spindle (for use with spinning wheel)	锭子； 纺锤	cái sót, con cúi, trục chỉ		khnār	kʰnaː	-				fabric and weaving	tissus et tissage				
1487	238.3	II	Rouet	Spinning wheel	纺车	cái xa (kéo sợi)	guồng quay tơ	rahāt¢	rəhat	-				fabric and weaving	tissus et tissage				
1489	238.5	II	Chaîne (tissage)	Warp	经纱，经线，直线	sợi mắc, sợi dọc, sợi canh	đừơng chỉ dọc	taṅkar	təŋkɑː	-				fabric and weaving	tissus et tissage				
1490	238.6	II	Trame	Weft	纬纱，纬线，横线	sợi mành, sợi ngang, sợi khổ	đừơng canh, khổ	'andaṅ	ʔəntɔŋ	-				fabric and weaving	tissus et tissage				
1491	238.7	II	Poitrinière	Breast-rod	（织机的）胸梁	then ngực (ở khung dệt)		-	-					fabric and weaving	tissus et tissage				
1492	238.8	II	Ensouple	Lease-rod	（纺织）织轴， 经轴	trục cửi	trục cuốn chỉ	-	-					fabric and weaving	tissus et tissage				
1493	238.9	II	Coton égréné	Ginned cotton	去籽棉花	bông cán		saṁłī kappās	səmlɛj kəɓaːh	sɒmliː				fabric and weaving	tissus et tissage				
1494	238.10	II	Métier aux cartons, métier à tisser aux cartons	Card weaving, tablet weaving	卡编织（一种经线固定的手工编织方式）	dệt thẻ		-	-					fabric and weaving	tissus et tissage				
1495	239	I	Enfiler (une aiguille)	To thread	穿针（使线的一头通过针眼）	xâu kim		ṭot mjul	ɗaot məcul	ɗoːt təpùk mcùl				fabric and weaving	tissus et tissage				
1496		IV						ṭot ces	ɗaot ceːh					fabric and weaving	tissus et tissage				
1497	239a	III	Aiguille	Needle	针	cây kim		-	-					fabric and weaving	tissus et tissage				
1498	239.1	II	Perle	Bead	珠	hạt ngọc		gaj¢ (khyaṅ)	kuc (kʰj/cɑːŋ)	kòc				fabric and weaving	tissus et tissage				
1499		IV						'aṅkām	ʔəŋkam					fabric and weaving	tissus et tissage				
1500	239.2	II	Cauris	Cowrie	货贝	vỏ ốc (làm tiền Phi châu)		-	-					fabric and weaving	tissus et tissage				
1501	239.3	II	Coquillage	Shell	贝壳	vỏ ốc		khyaṅ	kʰj/cɑːŋ	səmɓɒk kʰjɒŋ				fabric and weaving	tissus et tissage				
1502		IV						khcau	kʰcaw					fabric and weaving	tissus et tissage				
1503	239.4	II	Nacre	Mother of pearl	珍珠质，珍珠层，螺钿质	xa cừ		khyaṅ ṭāṁ	kʰj/cɑːŋ ɗam	kʰjɒŋ ŋàːv				fabric and weaving	tissus et tissage				
1504	239.5	III	Gemmes	Gem	宝石，玉	đá quý, ngọc	hòn ngọc	-	-					fabric and weaving	tissus et tissage				
1505	239.6	III	Coudre	Sew	缝	may khâu		-	-					fabric and weaving	tissus et tissage				
1506	239.6a	III	Couture d’un vêtement	Costume sewing	缝制服装	may quần áo	đường may	-	-					fabric and weaving	tissus et tissage				
1507	239.7	III	Rapiécer des vêtements	To patch up clothes	补（缀）衣服	vá quần áo		-	-					fabric and weaving	tissus et tissage				
1508	239.8	III	Teindre	To dye	染（色）	nhuộm		-	-					fabric and weaving	tissus et tissage				
1509	239.8a	III	Teinture	Dye	染料	thuốc, phép nhuộm		-	-					fabric and weaving	tissus et tissage				
1510	240	I	Village (region.)	Village (under one headman)	乡村， 村庄， 村镇， 小城镇	thôn	làng	sruk	srok	srok				house / home	maison et "chez-soi"				
1511		IV						bhūmi	pʰuːm	pʰuːm				house / home	maison et "chez-soi"				
1512	240a	III	Villageois	Villager	村民	dân làng		'nak bhūmi	neəʔ pʰuːm	-				house / home	maison et "chez-soi"				
1513		IV						kūn bhūmi	koːn pʰuːm					house / home	maison et "chez-soi"				
1514	240.1	II	Ville	Town	城市，城镇	thành phố		(dī) kraṅ	tiː kroŋ/kruŋ	tìː kroŋ				house / home	maison et "chez-soi"				
1515		IV	(Surin)					mịœṅ	mɤːŋ/mɨəŋ					house / home	maison et "chez-soi"				
1516	240.2	III	Marché	Market	市场	chợ		phsār	pʰsaː	-				house / home	maison et "chez-soi"				
1517	241	I	Hameau	Hamlet	小村庄， 小村子	xóm		bhūmi tūc tāc	pʰuːm toːc taːc	pʰuːm túːc				house / home	maison et "chez-soi"				
1518	241.1	III	Pays, région	Country, region	国家，区域，领域	nước, vùng		sruk (des)	srok (teːh)	-				house / home	maison et "chez-soi"				
1519	242	I	Jardin, potager	Vegetable garden	菜园	vườn, vườn rau		suon (cpār)	suən (cʰɓaː)	cʰɓaːr				house / home	maison et "chez-soi"				
1520		IV								təmnam				house / home	maison et "chez-soi"				
1521	242.1	II	Verger	Orchard	果园	vườn hoa quả		suon jhœ mān phlæ	suən cʰəmiən pʰlae 	-				house / home	maison et "chez-soi"				
